season,conf,w,l,wl,w_conf,l_conf,wl_conf,srs,sos,pts,pts_vs,ap_pre,ap_high,ap_final,ncaa_tournament,seed,coaches,seeded,year,is_ap_pre,is_ap_high,is_ap_final,pts_diff,school,pts_total
2010-11,Big 12,18,13,0.581,7,9,0.438,10,4.8,69.5,64,16,9,30,0,20,Scott Drew,FALSE,2011,TRUE,TRUE,FALSE,5.5,baylor,133.5
2009-10,Big 12,28,8,0.778,11,5,0.688,17.97,8.03,77,65.6,30,19,19,5,3,Scott Drew,TRUE,2010,FALSE,TRUE,TRUE,11.4,baylor,142.6
2008-09,Big 12,24,15,0.615,5,11,0.313,12.54,7.93,76,70.1,30,19,30,0,20,Scott Drew,FALSE,2009,FALSE,TRUE,FALSE,5.9,baylor,146.1
2007-08,Big 12,21,11,0.656,9,7,0.563,11.46,5.75,81.3,74.9,30,25,30,1,11,Scott Drew,TRUE,2008,FALSE,TRUE,FALSE,6.4,baylor,156.2
2006-07,Big 12,15,16,0.484,4,12,0.25,5.42,3.88,75.3,73,30,30,30,0,20,Scott Drew,FALSE,2007,FALSE,FALSE,FALSE,2.3,baylor,148.3
2005-06,Big 12,4,13,0.235,4,12,0.25,2.3,11.65,63.2,72.5,30,30,30,0,20,Scott Drew,FALSE,2006,FALSE,FALSE,FALSE,-9.3,baylor,135.7
2004-05,Big 12,9,19,0.321,1,15,0.063,-2.79,4.1,66.5,71.7,30,30,30,0,20,Scott Drew,FALSE,2005,FALSE,FALSE,FALSE,-5.2,baylor,138.2
2003-04,Big 12,8,21,0.276,3,13,0.188,-2.73,5.2,63.7,70.4,30,30,30,0,20,Scott Drew,FALSE,2004,FALSE,FALSE,FALSE,-6.7,baylor,134.1
2002-03,Big 12,14,14,0.5,5,11,0.313,6.04,5.44,69,68.4,30,30,30,0,20,Dave Bliss,FALSE,2003,FALSE,FALSE,FALSE,0.6,baylor,137.4
2001-02,Big 12,14,16,0.467,4,12,0.25,6.23,5.08,76.5,72.2,30,30,30,0,20,Dave Bliss,FALSE,2002,FALSE,FALSE,FALSE,4.3,baylor,148.7
2000-01,Big 12,19,12,0.613,6,10,0.375,7.42,2.6,71.3,64.5,30,30,30,0,20,Dave Bliss,FALSE,2001,FALSE,FALSE,FALSE,6.8,baylor,135.8
2015-16,OVC,20,12,0.625,12,4,0.75,1.19,-2.1,82.4,78.4,30,30,30,0,20,Rick Byrd,FALSE,2016,FALSE,FALSE,FALSE,4,belmont,160.8
2014-15,OVC,22,11,0.667,11,5,0.688,0.35,-2.77,74.2,70.6,30,30,30,2,15,Rick Byrd,TRUE,2015,FALSE,FALSE,FALSE,3.6,belmont,144.8
2013-14,OVC,26,10,0.722,14,2,0.875,3.29,-1.88,79.9,73.9,30,30,30,0,20,Rick Byrd,FALSE,2014,FALSE,FALSE,FALSE,6,belmont,153.8
2012-13,OVC,26,7,0.788,14,2,0.875,10.37,-0.96,76.8,64.5,30,30,30,2,11,Rick Byrd,TRUE,2013,FALSE,FALSE,FALSE,12.3,belmont,141.3
2011-12,A-Sun,27,8,0.771,16,2,0.889,11.81,-1.22,80.9,67.5,30,30,30,2,14,Rick Byrd,TRUE,2012,FALSE,FALSE,FALSE,13.4,belmont,148.4
2010-11,A-Sun,30,5,0.857,19,1,0.95,13.07,-4.42,79.7,62.2,30,30,30,2,13,Rick Byrd,TRUE,2011,FALSE,FALSE,FALSE,17.5,belmont,141.9
2009-10,A-Sun,19,12,0.613,14,6,0.7,1.3,-3.41,73.1,68.5,30,30,30,0,20,Rick Byrd,FALSE,2010,FALSE,FALSE,FALSE,4.6,belmont,141.6
2008-09,A-Sun,20,13,0.606,14,6,0.7,0.39,-1.37,76.6,70.7,30,30,30,0,20,Rick Byrd,FALSE,2009,FALSE,FALSE,FALSE,5.9,belmont,147.3
2007-08,A-Sun,25,9,0.735,14,2,0.875,-0.12,-3.44,79.8,73.4,30,30,30,1,15,Rick Byrd,TRUE,2008,FALSE,FALSE,FALSE,6.4,belmont,153.2
2006-07,A-Sun,23,10,0.697,14,4,0.778,-0.39,-4.71,72.4,64.5,30,30,30,1,15,Rick Byrd,TRUE,2007,FALSE,FALSE,FALSE,7.9,belmont,136.9
2005-06,A-Sun,20,11,0.645,15,5,0.75,-3.53,-6.72,80.6,76,30,30,30,1,15,Rick Byrd,TRUE,2006,FALSE,FALSE,FALSE,4.6,belmont,156.6
2004-05,A-Sun,14,16,0.467,12,8,0.6,-7.08,-7.32,70.3,70,30,30,30,0,20,Rick Byrd,FALSE,2005,FALSE,FALSE,FALSE,0.3,belmont,140.3
2003-04,A-Sun,21,9,0.7,15,5,0.75,1.7,-4.68,72.4,64.9,30,30,30,0,20,Rick Byrd,FALSE,2004,FALSE,FALSE,FALSE,7.5,belmont,137.3
2002-03,A-Sun,17,12,0.586,12,4,0.75,-2.3,-4.05,72.7,70,30,30,30,0,20,Rick Byrd,FALSE,2003,FALSE,FALSE,FALSE,2.7,belmont,142.7
